id,slug,name_en,name_de,definition_en,definition_de,url,doi,license,author_orcid
AUG-0986,agent-management-craft,The Agent Management Craft,The Agent Management Craft,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/agent-management-craft/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0841,agreement-question,The Agreement Question,The Agreement Question,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/agreement-question/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0929,agricultural-bot,The Agricultural Bot,The Agricultural Bot,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/agricultural-bot/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0186,aha-click,The Aha Click,The Aha Click,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/aha-click/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0631,algorithm-god,The Algorithm God,The Algorithm God,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/algorithm-god/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0589,algorithm-whisperer,The Algorithm Whisperer,The Algorithm Whisperer,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/algorithm-whisperer/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0843,algorithmic-fairness,The Algorithmic Fairness,The Algorithmic Fairness,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/algorithmic-fairness/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0230,algorithmic-filter,The Algorithmic Filter,The Algorithmic Filter,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/algorithmic-filter/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0742,alternative-adoption-path,The Alternative Adoption Path,The Alternative Adoption Path,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/alternative-adoption-path/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0937,ambient-intelligence,The Ambient Intelligence,The Ambient Intelligence,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/ambient-intelligence/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0253,ambient-related-effect,Ambient-Related Effect,Quiet Co-Pilot,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/ambient-related-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0143,ambient-thinking-support,Ambient Thinking Support,Ambient Thinking Support,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/ambient-thinking-support/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0424,ancestry-link,The Ancestry Link,The Ancestry Link,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/ancestry-link/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-anthropomorphic-bond-formation,anthropomorphic-bond-formation,Anthropomorphic Bond Formation,Anthropomorphe Bindungsbildung,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/anthropomorphic-bond-formation/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0854,anti-instrumentalization-principle,The Anti-Instrumentalization Principle,The Anti-Instrumentalization Principle,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/anti-instrumentalization-principle/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0286,applause-gap,The Applause Gap,The Applause Gap,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/applause-gap/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0761,apprentice-paradox,The Apprentice Paradox,The Apprentice Paradox,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/apprentice-paradox/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0895,arbiter-role,The Arbiter Role,The Arbiter Role,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/arbiter-role/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0382,architect-s-exit,The Architect's Exit,The Architect's Exit,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/architect-s-exit/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0382,architects-exit,The Architects Exit,Architect's Exit,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/architects-exit/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0638,archive-pause,The Archive Pause,The Archive Pause,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/archive-pause/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0488,argument-fact,The Argument Fact,The Argument Fact,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/argument-fact/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0296,argument-prep,The Argument Prep,The Argument Prep,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/argument-prep/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0156,articulation-unlock,The Articulation Unlock,The Articulation Unlock,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/articulation-unlock/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0450,artist-awareness,The Artist Awareness,The Artist Awareness,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/artist-awareness/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0326,assembly-pride,The Assembly Pride,The Assembly Pride,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/assembly-pride/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0780,assessment-challenge,The Assessment Challenge,The Assessment Challenge,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/assessment-challenge/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0783,assessment-shift,The Assessment Shift,The Assessment Shift,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/assessment-shift/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0926,assistance-companion,The Assistance Companion,The Assistance Companion,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/assistance-companion/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0354,assumption-hunter,The Assumption Hunter,The Assumption Hunter,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/assumption-hunter/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0541,attention-fracture,The Attention Fracture,The Attention Fracture,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/attention-fracture/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0979,attribution-pattern,The Attribution Pattern,The Attribution Pattern,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/attribution-pattern/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-attune-moment-dynamic,attune-moment-dynamic,Attune-Moment Dynamic,Abstimmungs-Moment,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/attune-moment-dynamic/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-attune-moment,attune-moment,Attune Moment,Abstimmungs-Moment,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/attune-moment/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0148,augmanitai-manifesto,The Augmanitai Manifesto,The Augmanitai Manifesto,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/augmanitai-manifesto/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0001,augmanitai,Augmanitai,Augmanitai,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/augmanitai/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0331,augmanity,The Augmanity,The Augmanity,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/augmanity/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0111,augmentation-gap,The Augmentation Gap,The Augmentation Gap,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/augmentation-gap/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0983,augmentation-hypothesis,The Augmentation Hypothesis,The Augmentation Hypothesis,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/augmentation-hypothesis/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0013,augmented-diplomat,Augmented Diplomat,Augmented Diplomat,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/augmented-diplomat/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0561,authority-lean,The Authority Lean,The Authority Lean,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/authority-lean/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0208,authority-question,The Authority Question,The Authority Question,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/authority-question/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0549,authorship-blur,The Authorship Blur,The Authorship Blur,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/authorship-blur/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0272,authorship-suspicion,The Authorship Suspicion,The Authorship Suspicion,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/authorship-suspicion/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0832,automation-perimeter,The Automation Perimeter,The Automation Perimeter,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/automation-perimeter/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0944,autonomy-ladder,The Autonomy Ladder,The Autonomy Ladder,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/autonomy-ladder/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0515,babel-break,The Babel Break,The Babel Break,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/babel-break/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0415,background-advisor,The Background Advisor,The Background Advisor,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/background-advisor/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0510,baker-puzzle,The Baker Puzzle,The Baker Puzzle,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/baker-puzzle/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0565,balance-filter,The Balance Filter,The Balance Filter,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/balance-filter/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0887,batch-delegation,The Batch Delegation,The Batch Delegation,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/batch-delegation/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-behavioral-avoidance-response,behavioral-avoidance-response,Behavioral-Avoidance Response,Bewegungs-Vermeidung,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/behavioral-avoidance-response/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-belong-residual-effect,belong-residual-effect,Belong-Residual Effect,Zugehörigkeits-Weh,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/belong-residual-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0495,beta-courage,The Beta Courage,The Beta Courage,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/beta-courage/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0514,beta-reader,The Beta Reader,The Beta Reader,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/beta-reader/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0708,bilingual-dynamic,The Bilingual Dynamic,The Bilingual Dynamic,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/bilingual-dynamic/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0332,blank-page-start,The Blank Page Start,The Blank Page Start,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/blank-page-start/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0007,blending-effect,The Blending Effect,The Blending Effect,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/blending-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0302,blue-collar-bypass,The Blue Collar Bypass,The Blue Collar Bypass,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/blue-collar-bypass/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0473,book-condenser,The Book Condenser,The Book Condenser,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/book-condenser/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0166,borrowed-confidence,The Borrowed Confidence,The Borrowed Confidence,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/borrowed-confidence/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0526,borrowed-crown,The Borrowed Crown,The Borrowed Crown,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/borrowed-crown/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0199,both-and,The Both-And,The Both-And,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/both-and/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0729,bound-data-effect,Bound-Data Effect,Corporate Lock-In,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/bound-data-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0766,boundary-systems-effect,Boundary-Systems Effect,Early-Age Encounter,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/boundary-systems-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0438,brain-gallop,The Brain Gallop,The Brain Gallop,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/brain-gallop/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0235,brainstorm-spark,The Brainstorm Spark,The Brainstorm Spark,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/brainstorm-spark/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0509,brave-ask,The Brave Ask,The Brave Ask,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/brave-ask/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-break-resist,break-resist,Break Resist,Pausen-Widerstand,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/break-resist/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0209,breakthrough-fewer-effect,Breakthrough-Fewer Effect,Late-Night Architect,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/breakthrough-fewer-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-breath-pattern-alteration,breath-pattern-alteration,Breath Pattern Alteration,Atemmuster-Veränderung,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/breath-pattern-alteration/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-breath-shallow,breath-shallow,Breath Shallow,Atem-Flach,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/breath-shallow/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0010,bridge-species,Bridge Species,Bridge Species,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/bridge-species/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0024,built-in-compass,The Built-In Compass,The Built-In Compass,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/built-in-compass/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0333,bureaucracy-hug,The Bureaucracy Hug,The Bureaucracy Hug,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/bureaucracy-hug/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-calm-come,calm-come,Calm Come,Ruhe-Kommen,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/calm-come/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0116,candor-protocol,The Candor Protocol,The Candor Protocol,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/candor-protocol/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0176,capability-discovery,The Capability Discovery,The Capability Discovery,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/capability-discovery/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0516,capability-finder,The Capability Finder,The Capability Finder,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/capability-finder/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0028,capture-reflex,Capture Reflex,Capture Reflex,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/capture-reflex/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0805,career-guidance-engine,The Career Guidance Engine,The Career Guidance Engine,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/career-guidance-engine/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0550,careful-tester,The Careful Tester,The Careful Tester,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/careful-tester/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0196,catalyst-senses-effect,Catalyst-Senses Effect,Catalyst-Senses-Effekt-Dynamik,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/catalyst-senses-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
